cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,regiao,ibge,gia,ddd,siafi
12233-000,Avenida Andrômeda,de 2533 ao fim - lado ímpar,,Bosque dos Eucaliptos,São José dos Campos,SP,São Paulo,Sudeste,3549904,6452,12,7099
